0.053142;0.998080;0.000350;-1.492862;0.076496;0.129182
0.054530;1.001858;0.000072;0.493354;0.084895;0.417857
0.055317;0.998622;-0.001260;-0.230620;-0.258048;-0.700320
0.053979;0.999860;-0.001426;0.045351;0.601260;0.547983
0.056914;0.999273;0.003301;0.896440;-1.003627;-0.481230
0.054598;0.999078;0.001615;-0.654523;-0.432764;0.504729
0.053897;1.000444;0.000907;0.500787;-0.079081;-0.105576
0.052349;0.998749;0.000391;-0.321728;0.191155;0.539617
0.051957;1.000535;-0.000914;0.508645;0.642551;0.248797
0.051853;0.998472;-0.000615;0.070956;0.333056;0.347427
0.053275;0.997482;0.002290;0.299197;-0.533653;-0.457483
0.051469;0.998984;-0.000507;0.189281;0.498044;0.217375
0.053273;0.998982;0.001208;-0.056580;-0.133349;0.181417
0.055212;0.998143;0.001859;-0.678862;-0.321563;0.259660
0.053607;0.998070;0.000272;-0.073205;0.301552;-0.498233
0.055122;1.000200;0.000204;0.197756;-0.356883;-0.087305
0.054064;0.999239;0.000018;0.203066;0.315357;-0.163422
0.052003;0.996389;-0.001397;-0.650848;0.573985;-1.064230
0.054569;0.997352;0.000432;-0.771309;0.142678;0.852170
0.054537;0.998192;0.001154;-0.011905;-0.169756;-0.238133
0.053930;0.996932;0.001544;0.498096;0.123544;-0.707265
0.054566;0.999529;0.001749;-0.230454;-0.352844;0.192560
0.053802;0.996214;0.001009;-0.596139;0.299272;-0.371975
0.053111;1.000887;0.000513;0.699938;0.282183;0.320858
0.053628;0.996087;0.000102;-0.070018;0.212487;-0.838377
0.054033;0.998661;0.002351;0.731220;-0.343485;-1.345908
0.053643;0.996852;0.000384;-0.363451;-0.503046;-0.575317
0.056057;0.996472;0.002073;0.008389;-0.896940;-0.316168
0.051711;1.000965;-0.001272;1.016272;1.017539;0.299290
0.052766;0.998967;-0.000038;0.283358;0.250270;0.184676
0.055232;0.997062;0.001014;0.216869;-0.323804;-1.043504
0.052301;1.000870;-0.000988;0.088445;0.748691;-0.148342
0.053438;0.997635;0.000186;0.043445;-0.315434;-0.837501
0.053682;0.997577;0.000828;0.393008;-0.567662;-0.425838
0.054561;0.997930;0.001319;0.010294;-0.357363;-0.288488
0.054043;0.996487;0.001573;0.002694;-0.352686;-0.597985
0.051812;0.993839;-0.002156;-1.112885;1.100656;-1.384400
0.054076;1.000770;0.000350;0.752945;-0.018619;0.433665
0.054259;0.997142;0.001037;0.372517;-0.618450;-0.084370
0.052810;1.001093;-0.000905;0.572643;0.761043;0.214134
0.053865;0.997910;0.000293;0.291114;0.172223;-1.100298
0.051891;1.001400;-0.001040;0.767789;0.854076;-0.491121
0.053325;1.000848;0.000364;-0.052775;-0.071180;0.648659
0.054314;0.999736;0.000458;0.251124;-0.139761;-0.328622
0.053983;0.999874;0.000238;-0.825456;-0.357910;0.729629
0.054973;0.998472;0.001585;-0.559089;-0.548258;-0.439618
0.055051;0.998709;0.002065;0.359209;-0.328739;-0.485888
0.053500;0.996594;0.000597;-0.252829;0.133115;-0.768394
0.052520;0.997403;-0.000006;-0.723090;0.784759;-0.480211
0.053437;0.999461;0.001021;0.361470;0.218720;-0.330765
0.053564;0.997598;0.000245;0.665866;-0.126078;-0.793160
0.054153;0.997008;0.000267;0.199187;-0.270454;-0.989391
0.054412;0.999252;0.001458;0.739503;-0.669860;-0.393240
0.054894;0.996638;0.001172;-0.186879;-0.408291;-0.924480
0.053548;1.002397;-0.000854;0.926912;-0.236657;-0.170893
0.054590;0.999215;0.001189;-0.246691;-0.752616;0.237651
0.054550;1.000646;0.000570;0.228871;-0.221826;-0.496480
0.053951;0.998663;-0.001057;0.170591;0.067021;-0.190038
0.054045;0.998532;0.000142;-0.153224;0.210776;0.022991
0.054298;0.998689;0.002232;-0.196629;-0.809997;-0.423480
0.053455;0.995995;-0.000752;-0.943894;0.576618;-0.879498
0.052760;1.000114;0.000469;0.196183;-0.041721;0.378179
0.053088;0.996674;-0.000236;-0.041579;-0.002818;-0.878507
0.053717;1.000308;0.001593;0.727075;-0.207452;0.033781
0.054008;0.997762;0.000692;0.012307;0.191992;-0.527386
0.053948;0.998796;0.000408;-0.199443;-0.474609;-0.030141
0.053918;0.995980;0.001398;-0.937749;-0.925475;-0.460773
0.054338;0.997676;0.001599;0.152984;-0.269591;-0.732637
